id,empreendimento,apartamento,bairro,torre,andar,area,quartos,vagas,suite,varanda_m2,cobertura,vista,orientacao,posicao,padrao_score,lazer_score,localizacao_score,fase_obra,meses_lancamento,desconto_pct,preco_m2,origem
"363","NOVO-07","0903","Nordeste","T1","9","135","4","2","2","10.2","0","rua","S","lateral","3","4","3","pronto","14","5","14800","hibrida_calibrada"
"364","NOVO-07","0904","Nordeste","T1","9","122","3","2","2","10.7","0","rua","O","fundos","3","4","3","pronto","14","2.1","13823","hibrida_calibrada"
"365","NOVO-07","1001","Nordeste","T1","10","109","3","2","2","7.6","0","rua","L","frente","3","4","3","pronto","9","1.9","17508","hibrida_calibrada"
"366","NOVO-07","1002","Nordeste","T1","10","102","3","1","1","10.3","0","parque","S","frente","3","4","3","pronto","28","3.9","20192","hibrida_calibrada"
"367","NOVO-07","1003","Nordeste","T1","10","77","2","1","1","8.5","0","rua","O","lateral","3","4","3","pronto","24","5.8","13020","hibrida_calibrada"
"368","NOVO-07","1004","Nordeste","T1","10","94","3","1","1","9","0","parque","N","fundos","3","4","3","pronto","24","6.4","17509","hibrida_calibrada"
"369","NOVO-07","1101","Nordeste","T1","11","132","4","2","2","17.9","0","parque","S","frente","3","4","3","pronto","19","2.6","15811","hibrida_calibrada"
"370","NOVO-07","1102","Nordeste","T1","11","109","3","2","2","4.8","0","parque","O","frente","3","4","3","pronto","20","6.2","17525","hibrida_calibrada"
"371","NOVO-07","1103","Nordeste","T1","11","97","3","1","1","12.4","0","parque","N","lateral","3","4","3","pronto","7","5.8","16042","hibrida_calibrada"
"372","NOVO-07","1104","Nordeste","T1","11","110","3","2","2","7.6","0","rua","L","fundos","3","4","3","pronto","12","1.7","14905","hibrida_calibrada"
"373","NOVO-07","1201","Nordeste","T1","12","129","4","2","2","10.3","0","parque","O","frente","3","4","3","pronto","1","4.8","14587","hibrida_calibrada"
"374","NOVO-07","1202","Nordeste","T1","12","69","2","1","1","9.4","0","parque","N","frente","3","4","3","pronto","18","1.6","22458","hibrida_calibrada"
"375","NOVO-07","1203","Nordeste","T1","12","94","3","1","1","9.1","0","parque","L","lateral","3","4","3","pronto","26","5.4","16222","hibrida_calibrada"
"376","NOVO-07","1204","Nordeste","T1","12","84","3","1","1","9.7","0","rua","S","fundos","3","4","3","pronto","14","1.6","15976","hibrida_calibrada"
"377","NOVO-07","1301","Nordeste","T1","13","110","3","2","2","8.3","0","rua","N","frente","3","4","3","pronto","24","3.6","16370","hibrida_calibrada"
"378","NOVO-07","1302","Nordeste","T1","13","141","4","2","2","12.7","0","parque","L","frente","3","4","3","pronto","1","2.8","13432","hibrida_calibrada"
"379","NOVO-07","1303","Nordeste","T1","13","117","3","2","2","9.1","0","parque","S","lateral","3","4","3","pronto","26","5.8","16439","hibrida_calibrada"
"380","NOVO-07","1304","Nordeste","T1","13","121","3","2","2","8.3","0","rua","O","fundos","3","4","3","pronto","14","5.4","15506","hibrida_calibrada"
"381","NOVO-07","1401","Nordeste","T1","14","117","3","2","2","8.8","0","parque","L","frente","3","4","3","pronto","1","2.1","17117","hibrida_calibrada"
"382","NOVO-07","1402","Nordeste","T1","14","102","3","1","1","10.6","0","parque","S","frente","3","4","3","pronto","12","1.7","16995","hibrida_calibrada"
"383","NOVO-07","1403","Nordeste","T1","14","83","3","1","1","4.5","0","rua","O","lateral","3","4","3","pronto","15","6","14736","hibrida_calibrada"
"384","NOVO-07","1404","Nordeste","T1","14","114","3","2","2","14","0","parque","N","fundos","3","4","3","pronto","26","7.6","21461","hibrida_calibrada"
"385","NOVO-07","1501","Nordeste","T1","15","123","3","2","2","10.8","1","parque","S","frente","3","4","3","pronto","4","2.2","17484","hibrida_calibrada"
"386","NOVO-07","1502","Nordeste","T1","15","107","3","2","2","11.5","1","rua","O","frente","3","4","3","pronto","16","6.4","17244","hibrida_calibrada"
"387","NOVO-07","1503","Nordeste","T1","15","91","3","1","1","12.5","0","rua","N","lateral","3","4","3","pronto","10","4.3","13598","hibrida_calibrada"
"388","NOVO-07","1504","Nordeste","T1","15","91","3","1","1","10.7","0","parque","L","fundos","3","4","3","pronto","12","2.4","17681","hibrida_calibrada"
"389","NOVO-08","0101","Noroeste","T2","1","117","3","2","2","12.6","0","rua","L","frente","3","3","3","acabamento","17","5","10103","hibrida_calibrada"
"390","NOVO-08","0102","Noroeste","T2","1","80","2","1","1","3.1","0","rua","S","frente","3","3","3","acabamento","5","6","9593","hibrida_calibrada"
"391","NOVO-08","0103","Noroeste","T2","1","84","3","1","1","14.5","0","rua","O","lateral","3","3","3","acabamento","8","3.4","10764","hibrida_calibrada"
"392","NOVO-08","0104","Noroeste","T2","1","109","3","2","2","9.8","0","rua","N","fundos","3","3","3","acabamento","23","4.4","11545","hibrida_calibrada"
"393","NOVO-08","0201","Noroeste","T2","2","129","4","2","2","17","0","rua","S","frente","3","3","3","acabamento","17","2.5","11231","hibrida_calibrada"
"394","NOVO-08","0202","Noroeste","T2","2","91","3","1","1","3.8","0","parque","O","frente","3","3","3","acabamento","9","5.7","11042","hibrida_calibrada"
"395","NOVO-08","0203","Noroeste","T2","2","114","3","2","2","13.1","0","parque","N","lateral","3","3","3","acabamento","25","3.6","12238","hibrida_calibrada"
"396","NOVO-08","0204","Noroeste","T2","2","111","3","2","2","9.4","0","rua","L","fundos","3","3","3","acabamento","1","2.7","11416","hibrida_calibrada"
"397","NOVO-08","0301","Noroeste","T2","3","95","3","1","1","11.7","0","rua","O","frente","3","3","3","acabamento","17","6.1","10671","hibrida_calibrada"
"398","NOVO-08","0302","Noroeste","T2","3","124","3","2","2","8.7","0","rua","N","frente","3","3","3","acabamento","21","6.4","12019","hibrida_calibrada"
"399","NOVO-08","0303","Noroeste","T2","3","120","3","2","2","15.2","0","parque","L","lateral","3","3","3","acabamento","20","4.3","13982","hibrida_calibrada"
"400","NOVO-08","0304","Noroeste","T2","3","117","3","2","2","11.6","0","rua","S","fundos","3","3","3","acabamento","23","7.1","11922","hibrida_calibrada"
"401","NOVO-08","0401","Noroeste","T2","4","129","4","2","2","15","0","rua","N","frente","3","3","3","acabamento","23","7.3","12966","hibrida_calibrada"
"402","NOVO-08","0402","Noroeste","T2","4","85","3","1","1","7.5","0","rua","L","frente","3","3","3","acabamento","17","2.8","12055","hibrida_calibrada"
"403","NOVO-08","0403","Noroeste","T2","4","80","2","1","1","10.3","0","rua","S","lateral","3","3","3","acabamento","29","6.7","11546","hibrida_calibrada"
"404","NOVO-08","0404","Noroeste","T2","4","98","3","1","1","6.9","0","rua","O","fundos","3","3","3","acabamento","2","5","10027","hibrida_calibrada"
"405","NOVO-08","0501","Noroeste","T2","5","83","3","1","1","6.8","0","rua","L","frente","3","3","3","acabamento","26","3.5","11923","hibrida_calibrada"
"406","NOVO-08","0502","Noroeste","T2","5","90","3","1","1","8.3","0","rua","S","frente","3","3","3","acabamento","28","7.9","10970","hibrida_calibrada"
"407","NOVO-08","0503","Noroeste","T2","5","108","3","2","2","11.9","0","rua","O","lateral","3","3","3","acabamento","25","5.3","11962","hibrida_calibrada"
"408","NOVO-08","0504","Noroeste","T2","5","104","3","1","1","13.8","0","rua","N","fundos","3","3","3","acabamento","16","2.1","13040","hibrida_calibrada"
"409","NOVO-08","0601","Noroeste","T2","6","102","3","1","1","6.2","0","parque","S","frente","3","3","3","acabamento","22","3.3","11603","hibrida_calibrada"
"410","NOVO-08","0602","Noroeste","T2","6","136","4","2","2","15.8","0","rua","O","frente","3","3","3","acabamento","7","6.2","9185","hibrida_calibrada"
"411","NOVO-08","0603","Noroeste","T2","6","107","3","2","2","13.8","0","rua","N","lateral","3","3","3","acabamento","7","2.4","12056","hibrida_calibrada"
"412","NOVO-08","0604","Noroeste","T2","6","131","4","2","2","10.1","0","parque","L","fundos","3","3","3","acabamento","8","3.3","12297","hibrida_calibrada"
"413","NOVO-08","0701","Noroeste","T2","7","126","4","2","2","19.3","0","rua","O","frente","3","3","3","acabamento","16","4.4","12665","hibrida_calibrada"
"414","NOVO-08","0702","Noroeste","T2","7","84","3","1","1","2.3","0","parque","N","frente","3","3","3","acabamento","26","8.1","14409","hibrida_calibrada"
"415","NOVO-08","0703","Noroeste","T2","7","107","3","2","2","9.9","0","rua","L","lateral","3","3","3","acabamento","13","6.4","11252","hibrida_calibrada"
"416","NOVO-08","0704","Noroeste","T2","7","127","4","2","2","13.2","0","rua","S","fundos","3","3","3","acabamento","29","2.9","13136","hibrida_calibrada"
"417","NOVO-08","0801","Noroeste","T2","8","125","4","2","2","10","0","parque","N","frente","3","3","3","acabamento","3","5.1","11144","hibrida_calibrada"
"418","NOVO-08","0802","Noroeste","T2","8","89","3","1","1","10.4","0","parque","L","frente","3","3","3","acabamento","10","6.4","12029","hibrida_calibrada"
"419","NOVO-08","0803","Noroeste","T2","8","112","3","2","2","7.9","0","parque","S","lateral","3","3","3","acabamento","11","5.9","14360","hibrida_calibrada"
"420","NOVO-08","0804","Noroeste","T2","8","72","2","1","1","7.3","0","rua","O","fundos","3","3","3","acabamento","22","3.5","12337","hibrida_calibrada"
"421","NOVO-08","0901","Noroeste","T2","9","135","4","2","2","13","0","rua","L","frente","3","3","3","acabamento","7","6.1","11311","hibrida_calibrada"
"422","NOVO-08","0902","Noroeste","T2","9","129","4","2","2","8.6","0","rua","S","frente","3","3","3","acabamento","5","3.4","10517","hibrida_calibrada"
"423","NOVO-08","0903","Noroeste","T2","9","78","2","1","1","9.7","0","parque","O","lateral","3","3","3","acabamento","13","3.3","13632","hibrida_calibrada"
"424","NOVO-08","0904","Noroeste","T2","9","119","3","2","2","7.1","0","rua","N","fundos","3","3","3","acabamento","23","7.7","12843","hibrida_calibrada"
"425","NOVO-08","1001","Noroeste","T2","10","119","3","2","2","9.1","0","rua","S","frente","3","3","3","acabamento","0","3.7","12617","hibrida_calibrada"
"426","NOVO-08","1002","Noroeste","T2","10","124","3","2","2","11.2","0","rua","O","frente","3","3","3","acabamento","1","2.4","10626","hibrida_calibrada"
"427","NOVO-08","1003","Noroeste","T2","10","89","3","1","1","9.8","0","parque","N","lateral","3","3","3","acabamento","29","3.1","17091","hibrida_calibrada"
"428","NOVO-08","1004","Noroeste","T2","10","90","3","1","1","13.7","0","parque","L","fundos","3","3","3","acabamento","9","5.6","11145","hibrida_calibrada"
"429","NOVO-08","1101","Noroeste","T2","11","125","4","2","2","16.4","1","parque","O","frente","3","3","3","acabamento","16","2.9","17464","hibrida_calibrada"
"430","NOVO-08","1102","Noroeste","T2","11","88","3","1","1","7.9","1","parque","N","frente","3","3","3","acabamento","23","6.4","17524","hibrida_calibrada"
"431","NOVO-08","1103","Noroeste","T2","11","93","3","1","1","9.4","0","parque","L","lateral","3","3","3","acabamento","17","2.4","13027","hibrida_calibrada"
"432","NOVO-08","1104","Noroeste","T2","11","116","3","2","2","13.8","0","parque","S","fundos","3","3","3","acabamento","13","2.5","13509","hibrida_calibrada"
"433","NOVO-09","0101","Barreiro","T1","1","54","1","1","0","4.8","0","rua","S","frente","2","3","2","construcao","19","4.8","10472","hibrida_calibrada"
"434","NOVO-09","0102","Barreiro","T1","1","43","1","1","0","4.6","0","rua","O","frente","2","3","2","construcao","22","3.9","9674","hibrida_calibrada"
"435","NOVO-09","0103","Barreiro","T1","1","68","2","1","1","3","0","rua","N","lateral","2","3","2","construcao","15","2.9","11017","hibrida_calibrada"
"436","NOVO-09","0104","Barreiro","T1","1","59","2","1","0","1.9","0","rua","L","fundos","2","3","2","construcao","8","3.3","9900","hibrida_calibrada"
"437","NOVO-09","0201","Barreiro","T1","2","53","1","1","0","4.4","0","rua","O","frente","2","3","2","construcao","2","3.3","8653","hibrida_calibrada"
"438","NOVO-09","0202","Barreiro","T1","2","42","1","1","0","0.4","0","rua","N","frente","2","3","2","construcao","15","3","9959","hibrida_calibrada"
"439","NOVO-09","0203","Barreiro","T1","2","56","2","1","0","2.3","0","rua","L","lateral","2","3","2","construcao","27","5.3","10190","hibrida_calibrada"
"440","NOVO-09","0204","Barreiro","T1","2","49","1","1","0","5.8","0","rua","S","fundos","2","3","2","construcao","8","4.5","9915","hibrida_calibrada"
"441","NOVO-09","0301","Barreiro","T1","3","68","2","1","1","5.8","0","rua","N","frente","2","3","2","construcao","14","2.4","10284","hibrida_calibrada"
"442","NOVO-09","0302","Barreiro","T1","3","49","1","1","0","7.5","0","rua","L","frente","2","3","2","construcao","20","4.9","9125","hibrida_calibrada"
"443","NOVO-09","0303","Barreiro","T1","3","46","1","0","0","5","0","rua","S","lateral","2","3","2","construcao","28","3","11004","hibrida_calibrada"
"444","NOVO-09","0304","Barreiro","T1","3","42","1","0","0","4.2","0","rua","O","fundos","2","3","2","construcao","24","6","9785","hibrida_calibrada"
"445","NOVO-09","0401","Barreiro","T1","4","55","2","1","0","8","0","rua","L","frente","2","3","2","construcao","9","4.2","10140","hibrida_calibrada"
"446","NOVO-09","0402","Barreiro","T1","4","41","1","1","0","0.3","0","parque","S","frente","2","3","2","construcao","1","3.1","11231","hibrida_calibrada"
"447","NOVO-09","0403","Barreiro","T1","4","39","1","0","0","1.9","0","rua","O","lateral","2","3","2","construcao","1","6.8","8751","hibrida_calibrada"
"448","NOVO-09","0404","Barreiro","T1","4","56","2","1","0","8.2","0","parque","N","fundos","2","3","2","construcao","1","2.6","10570","hibrida_calibrada"
"449","NOVO-09","0501","Barreiro","T1","5","61","2","1","0","12.7","0","rua","S","frente","2","3","2","construcao","14","6.5","8996","hibrida_calibrada"
"450","NOVO-09","0502","Barreiro","T1","5","57","2","1","0","6.9","0","rua","O","frente","2","3","2","construcao","24","3.8","8581","hibrida_calibrada"
"451","NOVO-09","0503","Barreiro","T1","5","52","1","0","0","12.4","0","rua","N","lateral","2","3","2","construcao","7","5.9","9510","hibrida_calibrada"
"452","NOVO-09","0504","Barreiro","T1","5","46","1","1","0","0","0","rua","L","fundos","2","3","2","construcao","18","3.1","10714","hibrida_calibrada"
"453","NOVO-09","0601","Barreiro","T1","6","54","1","1","0","6.6","0","parque","O","frente","2","3","2","construcao","15","3.2","10875","hibrida_calibrada"
"454","NOVO-09","0602","Barreiro","T1","6","53","1","0","0","3.9","0","rua","N","frente","2","3","2","construcao","20","4.9","10329","hibrida_calibrada"
"455","NOVO-09","0603","Barreiro","T1","6","47","1","0","0","6.1","0","parque","L","lateral","2","3","2","construcao","3","5.9","9895","hibrida_calibrada"
"456","NOVO-09","0604","Barreiro","T1","6","56","2","1","0","2.5","0","rua","S","fundos","2","3","2","construcao","10","2","11364","hibrida_calibrada"
"457","NOVO-09","0701","Barreiro","T1","7","65","2","1","0","7.3","0","rua","N","frente","2","3","2","construcao","21","6","11376","hibrida_calibrada"
"458","NOVO-09","0702","Barreiro","T1","7","55","2","1","0","4.6","0","rua","L","frente","2","3","2","construcao","16","2.4","11126","hibrida_calibrada"
"459","NOVO-09","0703","Barreiro","T1","7","40","1","1","0","8.1","0","rua","S","lateral","2","3","2","construcao","19","5.7","10648","hibrida_calibrada"
"460","NOVO-09","0704","Barreiro","T1","7","49","1","0","0","3.9","0","rua","O","fundos","2","3","2","construcao","23","4.9","11319","hibrida_calibrada"
"461","NOVO-09","0801","Barreiro","T1","8","59","2","1","0","3.5","0","rua","L","frente","2","3","2","construcao","27","5.9","9962","hibrida_calibrada"
"462","NOVO-09","0802","Barreiro","T1","8","45","1","1","0","7.2","0","parque","S","frente","2","3","2","construcao","8","4.6","11263","hibrida_calibrada"
"463","NOVO-09","0803","Barreiro","T1","8","45","1","1","0","2.7","0","parque","O","lateral","2","3","2","construcao","13","5.8","10947","hibrida_calibrada"
"464","NOVO-09","0804","Barreiro","T1","8","42","1","0","0","3.6","0","rua","N","fundos","2","3","2","construcao","11","3.2","11295","hibrida_calibrada"
"465","NOVO-09","0901","Barreiro","T1","9","64","2","1","0","3.2","0","rua","S","frente","2","3","2","construcao","17","5.5","9252","hibrida_calibrada"
"466","NOVO-09","0902","Barreiro","T1","9","41","1","0","0","2.9","0","rua","O","frente","2","3","2","construcao","25","5.7","11639","hibrida_calibrada"
"467","NOVO-09","0903","Barreiro","T1","9","58","2","1","0","5.6","0","rua","N","lateral","2","3","2","construcao","27","4.5","10478","hibrida_calibrada"
"468","NOVO-09","0904","Barreiro","T1","9","50","1","1","0","9.4","0","rua","L","fundos","2","3","2","construcao","0","6.5","10657","hibrida_calibrada"
"469","NOVO-09","1001","Barreiro","T1","10","52","1","1","0","6.9","1","parque","O","frente","2","3","2","construcao","24","4.8","13666","hibrida_calibrada"
"470","NOVO-09","1002","Barreiro","T1","10","48","1","0","0","7.7","1","parque","N","frente","2","3","2","construcao","12","3.6","12347","hibrida_calibrada"
"471","NOVO-09","1003","Barreiro","T1","10","49","1","0","0","4.6","0","parque","L","lateral","2","3","2","construcao","28","4.9","11328","hibrida_calibrada"
"472","NOVO-09","1004","Barreiro","T1","10","53","1","1","0","0.1","0","rua","S","fundos","2","3","2","construcao","1","4.8","10140","hibrida_calibrada"
"473","NOVO-10","0101","Venda Nova","T2","1","59","2","1","0","2.5","0","rua","O","frente","2","2","2","lancamento","8","4.4","7380","hibrida_calibrada"
"474","NOVO-10","0102","Venda Nova","T2","1","46","1","0","0","5","0","rua","N","frente","2","2","2","lancamento","19","3.9","8440","hibrida_calibrada"
"475","NOVO-10","0103","Venda Nova","T2","1","48","1","0","0","5","0","rua","L","lateral","2","2","2","lancamento","3","1.5","6533","hibrida_calibrada"
"476","NOVO-10","0104","Venda Nova","T2","1","42","1","0","0","5.7","0","parque","S","fundos","2","2","2","lancamento","21","7","7745","hibrida_calibrada"
"477","NOVO-10","0201","Venda Nova","T2","2","51","1","0","0","5.8","0","rua","N","frente","2","2","2","lancamento","5","3.5","7277","hibrida_calibrada"
"478","NOVO-10","0202","Venda Nova","T2","2","41","1","1","0","7","0","rua","L","frente","2","2","2","lancamento","7","4.7","7887","hibrida_calibrada"
"479","NOVO-10","0203","Venda Nova","T2","2","49","1","1","0","0.1","0","rua","S","lateral","2","2","2","lancamento","4","4.2","7249","hibrida_calibrada"
"480","NOVO-10","0204","Venda Nova","T2","2","54","1","0","0","5.2","0","rua","O","fundos","2","2","2","lancamento","25","5.4","7268","hibrida_calibrada"
"481","NOVO-10","0301","Venda Nova","T2","3","67","2","1","0","2.8","0","rua","L","frente","2","2","2","lancamento","20","4.2","8237","hibrida_calibrada"
"482","NOVO-10","0302","Venda Nova","T2","3","53","1","1","0","8","0","rua","S","frente","2","2","2","lancamento","22","8.1","8179","hibrida_calibrada"
"483","NOVO-10","0303","Venda Nova","T2","3","51","1","0","0","7.7","0","rua","O","lateral","2","2","2","lancamento","5","2.3","7297","hibrida_calibrada"
"484","NOVO-10","0304","Venda Nova","T2","3","40","1","0","0","6.8","0","parque","N","fundos","2","2","2","lancamento","9","3","8334","hibrida_calibrada"
"485","NOVO-10","0401","Venda Nova","T2","4","50","1","1","0","2","0","rua","S","frente","2","2","2","lancamento","7","3","7539","hibrida_calibrada"
"486","NOVO-10","0402","Venda Nova","T2","4","42","1","1","0","4.5","0","rua","O","frente","2","2","2","lancamento","28","8.1","6893","hibrida_calibrada"
"487","NOVO-10","0403","Venda Nova","T2","4","45","1","0","0","8.8","0","rua","N","lateral","2","2","2","lancamento","25","4.5","7964","hibrida_calibrada"
"488","NOVO-10","0404","Venda Nova","T2","4","32","1","1","0","0","0","rua","L","fundos","2","2","2","lancamento","9","1.6","7727","hibrida_calibrada"
"489","NOVO-10","0501","Venda Nova","T2","5","58","2","1","0","5.8","0","parque","O","frente","2","2","2","lancamento","29","7.7","9090","hibrida_calibrada"
"490","NOVO-10","0502","Venda Nova","T2","5","48","1","0","0","4.7","0","rua","N","frente","2","2","2","lancamento","7","3.8","7866","hibrida_calibrada"
"491","NOVO-10","0503","Venda Nova","T2","5","32","1","0","0","3.3","0","rua","L","lateral","2","2","2","lancamento","15","2.3","8532","hibrida_calibrada"
"492","NOVO-10","0504","Venda Nova","T2","5","48","1","1","0","6.5","0","rua","S","fundos","2","2","2","lancamento","17","4.9","10185","hibrida_calibrada"
"493","NOVO-10","0601","Venda Nova","T2","6","49","1","1","0","6.2","0","rua","N","frente","2","2","2","lancamento","12","2.6","7596","hibrida_calibrada"
"494","NOVO-10","0602","Venda Nova","T2","6","54","1","1","0","4","0","rua","L","frente","2","2","2","lancamento","3","2.1","7304","hibrida_calibrada"
"495","NOVO-10","0603","Venda Nova","T2","6","58","2","1","0","2.7","0","rua","S","lateral","2","2","2","lancamento","24","5.9","8594","hibrida_calibrada"
"496","NOVO-10","0604","Venda Nova","T2","6","48","1","1","0","0","0","rua","O","fundos","2","2","2","lancamento","23","5.4","7658","hibrida_calibrada"
"497","NOVO-10","0701","Venda Nova","T2","7","60","2","1","0","9.3","0","parque","L","frente","2","2","2","lancamento","22","5.3","9707","hibrida_calibrada"
"498","NOVO-10","0702","Venda Nova","T2","7","56","2","1","0","6.5","0","rua","S","frente","2","2","2","lancamento","14","7","7605","hibrida_calibrada"
"499","NOVO-10","0703","Venda Nova","T2","7","39","1","0","0","6.2","0","rua","O","lateral","2","2","2","lancamento","18","6.1","8192","hibrida_calibrada"
"500","NOVO-10","0704","Venda Nova","T2","7","43","1","0","0","4.9","0","parque","N","fundos","2","2","2","lancamento","29","5","9002","hibrida_calibrada"
"501","NOVO-10","0801","Venda Nova","T2","8","49","1","1","0","3.1","0","parque","S","frente","2","2","2","lancamento","4","4.5","7917","hibrida_calibrada"
"502","NOVO-10","0802","Venda Nova","T2","8","50","1","1","0","7.5","0","rua","O","frente","2","2","2","lancamento","18","2.6","8241","hibrida_calibrada"
"503","NOVO-10","0803","Venda Nova","T2","8","42","1","0","0","5.3","0","parque","N","lateral","2","2","2","lancamento","0","4","8205","hibrida_calibrada"
"504","NOVO-10","0804","Venda Nova","T2","8","60","2","1","0","5.5","0","parque","L","fundos","2","2","2","lancamento","14","4.2","8963","hibrida_calibrada"
"505","NOVO-10","0901","Venda Nova","T2","9","55","2","1","0","8.1","1","rua","O","frente","2","2","2","lancamento","9","5.3","8590","hibrida_calibrada"
"506","NOVO-10","0902","Venda Nova","T2","9","35","1","1","0","3.7","1","parque","N","frente","2","2","2","lancamento","3","3.6","9435","hibrida_calibrada"
"507","NOVO-10","0903","Venda Nova","T2","9","51","1","1","0","2.6","0","parque","L","lateral","2","2","2","lancamento","6","5.5","8312","hibrida_calibrada"
"508","NOVO-10","0904","Venda Nova","T2","9","55","2","1","0","3.6","0","rua","S","fundos","2","2","2","lancamento","1","5.7","8289","hibrida_calibrada"
"509","NOVO-11","0101","Leste","T1","1","84","3","1","1","3.5","0","rua","N","frente","4","3","4","pronto","8","6.2","26120","hibrida_calibrada"
"510","NOVO-11","0102","Leste","T1","1","107","3","2","2","13.9","0","rua","L","frente","4","3","4","pronto","28","7.9","23655","hibrida_calibrada"
"511","NOVO-11","0103","Leste","T1","1","49","1","0","0","11.2","0","rua","S","lateral","4","3","4","pronto","11","4.6","23790","hibrida_calibrada"
"512","NOVO-11","0104","Leste","T1","1","110","3","2","2","9.8","0","rua","O","fundos","4","3","4","pronto","13","5.3","25472","hibrida_calibrada"
"513","NOVO-11","0201","Leste","T1","2","112","3","2","2","11.2","0","parque","L","frente","4","3","4","pronto","9","5.4","21571","hibrida_calibrada"
"514","NOVO-11","0202","Leste","T1","2","136","4","2","2","13.9","0","rua","S","frente","4","3","4","pronto","18","6.5","20512","hibrida_calibrada"
"515","NOVO-11","0203","Leste","T1","2","105","3","2","2","3.5","0","rua","O","lateral","4","3","4","pronto","4","4.1","24682","hibrida_calibrada"
"516","NOVO-11","0204","Leste","T1","2","100","3","1","1","12.3","0","rua","N","fundos","4","3","4","pronto","14","5.5","21663","hibrida_calibrada"
"517","NOVO-11","0301","Leste","T1","3","57","2","1","0","0.4","0","parque","S","frente","4","3","4","pronto","29","4.3","26599","hibrida_calibrada"
"518","NOVO-11","0302","Leste","T1","3","102","3","1","1","8.2","0","rua","O","frente","4","3","4","pronto","3","3.7","22324","hibrida_calibrada"
"519","NOVO-11","0303","Leste","T1","3","128","4","2","2","12.4","0","parque","N","lateral","4","3","4","pronto","12","4.7","27578","hibrida_calibrada"
"520","NOVO-11","0304","Leste","T1","3","129","4","2","2","13.3","0","rua","L","fundos","4","3","4","pronto","21","4.7","30228","hibrida_calibrada"
"521","NOVO-11","0401","Leste","T1","4","118","3","2","2","10.6","0","rua","O","frente","4","3","4","pronto","2","6.9","20110","hibrida_calibrada"
"522","NOVO-11","0402","Leste","T1","4","112","3","2","2","10.4","0","rua","N","frente","4","3","4","pronto","14","3.5","23729","hibrida_calibrada"
"523","NOVO-11","0403","Leste","T1","4","118","3","2","2","15.3","0","parque","L","lateral","4","3","4","pronto","10","4.3","27354","hibrida_calibrada"
"524","NOVO-11","0404","Leste","T1","4","41","1","1","0","1.9","0","parque","S","fundos","4","3","4","pronto","2","6.1","16846","hibrida_calibrada"
"525","NOVO-11","0501","Leste","T1","5","128","4","2","2","7.3","0","parque","N","frente","4","3","4","pronto","27","6","24262","hibrida_calibrada"
"526","NOVO-11","0502","Leste","T1","5","47","1","0","0","5","0","rua","L","frente","4","3","4","pronto","4","6.5","28360","hibrida_calibrada"
"527","NOVO-11","0503","Leste","T1","5","62","2","1","0","6.8","0","rua","S","lateral","4","3","4","pronto","7","4.2","26604","hibrida_calibrada"
"528","NOVO-11","0504","Leste","T1","5","52","1","1","0","8","0","rua","O","fundos","4","3","4","pronto","27","7.7","23799","hibrida_calibrada"
"529","NOVO-11","0601","Leste","T1","6","55","2","1","0","1.7","0","parque","L","frente","4","3","4","pronto","20","5.9","26136","hibrida_calibrada"
"530","NOVO-11","0602","Leste","T1","6","56","2","1","0","4.6","0","rua","S","frente","4","3","4","pronto","23","4.4","25188","hibrida_calibrada"
"531","NOVO-11","0603","Leste","T1","6","97","3","1","1","9.3","0","parque","O","lateral","4","3","4","pronto","24","4.2","25601","hibrida_calibrada"
"532","NOVO-11","0604","Leste","T1","6","111","3","2","2","8.5","0","rua","N","fundos","4","3","4","pronto","16","6.6","25223","hibrida_calibrada"
"533","NOVO-11","0701","Leste","T1","7","112","3","2","2","7.5","0","parque","S","frente","4","3","4","pronto","20","6","28889","hibrida_calibrada"
"534","NOVO-11","0702","Leste","T1","7","120","3","2","2","8.2","0","rua","O","frente","4","3","4","pronto","14","2.1","26725","hibrida_calibrada"
"535","NOVO-11","0703","Leste","T1","7","63","2","1","0","7.5","0","parque","N","lateral","4","3","4","pronto","5","4.7","28809","hibrida_calibrada"
"536","NOVO-11","0704","Leste","T1","7","115","3","2","2","13.9","0","parque","L","fundos","4","3","4","pronto","10","3.2","26760","hibrida_calibrada"
"537","NOVO-11","0801","Leste","T1","8","113","3","2","2","14.1","0","rua","O","frente","4","3","4","pronto","28","4.2","28458","hibrida_calibrada"
"538","NOVO-11","0802","Leste","T1","8","133","4","2","2","10.9","0","rua","N","frente","4","3","4","pronto","0","5.9","23768","hibrida_calibrada"
"539","NOVO-11","0803","Leste","T1","8","136","4","2","2","14.1","0","parque","L","lateral","4","3","4","pronto","26","3.8","30791","hibrida_calibrada"
"540","NOVO-11","0804","Leste","T1","8","111","3","2","2","9.4","0","rua","S","fundos","4","3","4","pronto","14","2.3","26509","hibrida_calibrada"
"541","NOVO-11","0901","Leste","T1","9","109","3","2","2","9.5","0","parque","N","frente","4","3","4","pronto","8","2.2","27137","hibrida_calibrada"
"542","NOVO-11","0902","Leste","T1","9","122","3","2","2","11","0","parque","L","frente","4","3","4","pronto","15","3.9","26077","hibrida_calibrada"
"543","NOVO-11","0903","Leste","T1","9","101","3","1","1","1.5","0","rua","S","lateral","4","3","4","pronto","24","4.8","26100","hibrida_calibrada"
"544","NOVO-11","0904","Leste","T1","9","93","3","1","1","6.6","0","rua","O","fundos","4","3","4","pronto","19","3.3","27464","hibrida_calibrada"
